term,valence,arousal,dominance
inarguable,0.722,-0.667,1.0
inarguably,0.0,-0.667,0.852
inarticulate,-0.667,-0.63,-0.857
inarticulately,-0.667,-0.63,-0.708
inarticulateness,-0.667,-0.81,-0.75
inartistic,-0.667,-0.667,-0.259
inartistically,-0.667,-0.5,-0.571
inattention,-0.584,-0.134,-0.624
inattentive,-0.667,-1.0,-0.926
inattentively,-0.667,-0.926,-0.741
inattentiveness,-0.667,-0.917,-0.762
inaudibility,-0.667,-1.0,-0.792
inaudible,-0.44,-0.204,-0.284
inaudibly,-0.333,-0.963,-0.833
inaugural,0.368,0.134,0.216
inaugurate,0.562,0.164,0.6
inauguration,0.694,0.424,0.538
inauguration day,0.25,0.206,0.38
inaugurator,0.63,0.667,0.952
inauspicious,-1.0,-0.667,-0.593
inauspiciously,-0.944,-0.667,-0.704
inauspiciousness,-1.0,-0.625,-0.963
inauthentic,-0.667,-0.259,-0.593
inboard,0.0,0.0,0.167
inborn,0.18,-0.424,0.092
inbound,0.062,-0.224,0.076
inbox,0.186,-0.228,0.162
inbred,-0.206,0.04,-0.054
inbreed,-0.667,-0.667,-0.381
inbuilt,0.0,-0.667,0.067
incalculability,-0.19,-0.519,-0.083
incalculable,-0.102,0.24,0.358
incalculably,0.185,-0.481,0.074
incandesce,0.958,1.0,0.476
incandescence,0.81,0.667,0.185
incandescent,-0.292,0.224,0.242
incandescently,1.0,0.792,0.444
incantation,-0.122,0.264,0.096
incapability,-0.963,-0.952,-0.963
incapable,-0.688,0.058,-0.69
incapably,-0.762,-1.0,-0.905
incapacitate,-0.905,-0.958,-0.852
incapacitation,-0.704,-0.926,-0.75
incapacity,-0.896,0.0,-0.566
incarcerate,-0.815,0.185,0.875
incarcerated,-0.667,0.167,-0.714
incarceration,-0.8,0.6,-0.206
incarcerator,-0.667,0.704,0.926
incarnate,0.104,0.302,0.186
incarnation,0.048,-0.185,0.333
incase,0.16,-0.471,-0.27
incendiary,-0.438,0.62,0.196
incense,0.396,-0.45,-0.344
incensed,-0.324,0.286,-0.216
incensory,0.0,0.333,0.148
incentive,0.624,0.236,0.436
incept,0.0,0.333,0.333
inception,0.208,-0.15,0.122
inceptive,0.0,0.556,0.333
inceptively,0.042,0.333,0.037
inceptor,0.143,0.625,0.667
incessancy,-0.625,1.0,0.593
incessant,-0.124,0.52,0.088
incessantly,-0.166,0.53,0.212
incessantness,-0.667,0.63,-0.296
incest,-0.854,0.706,-0.018
incestuous,-0.624,0.472,-0.116
incestuously,-1.0,0.625,-0.417
inch,-0.038,-0.346,-0.4
inchworm,0.0,-0.417,-0.905
incidence,-0.166,0.054,-0.142
incident,-0.832,0.324,-0.036
incidental,-0.438,0.22,-0.192
incidentally,-0.042,0.0,0.0
incinerate,-0.852,1.0,0.963
incineration,-0.542,0.574,-0.06
incinerator,-0.5,0.286,0.182
incipient,-0.116,-0.236,-0.14
incipiently,0.0,0.25,-0.208
incise,0.074,0.667,0.5
incision,-0.52,0.326,0.116
incisive,-0.24,0.204,0.09
incisively,0.571,0.714,0.857
incisiveness,0.667,0.667,0.905
incisor,0.0,0.0,0.278
incisory,0.0,0.667,0.481
incitation,-0.667,0.963,0.458
incite,-0.102,0.472,0.284
incitement,-0.396,0.886,0.196
inciter,-0.583,1.0,0.952
incivility,-0.833,-0.667,-0.259
inclemency,-0.667,-0.667,-0.583
inclement,-0.48,0.352,0.232
inclemently,-0.667,-0.286,-0.333
inclinable,0.542,-0.5,-0.292
inclination,-0.244,-0.02,0.076
inclinator,0.0,0.667,0.056
incline,-0.02,-0.154,-0.31
inclined,-0.062,-0.306,-0.196
incliner,0.593,-0.148,0.333
include,0.458,-0.102,0.404
included,0.52,-0.196,0.14
including,0.4,-0.244,0.036
inclusion,0.548,-0.192,0.424
inclusive,0.208,-0.16,0.128
inclusively,0.958,-0.667,0.333
inclusiveness,0.815,0.0,0.542
incoercible,0.667,-0.593,1.0
incognita,-0.333,-0.167,-0.148
incognito,0.22,-0.02,-0.108
incognizant,-0.333,-0.926,-0.619
incoherence,-0.667,0.63,-0.852
incoherency,-0.667,-0.889,-0.933
incoherent,-0.756,0.224,-0.5
incoherently,-0.667,0.667,-0.667
incohesion,-0.667,-0.625,-0.889
incombustibility,0.667,-1.0,0.381
incombustible,0.481,-0.875,0.762
income,0.5,0.02,0.456
income tax,-0.178,0.206,0.0
incoming,0.32,0.018,0.192
incommensurable,0.0,-0.667,-0.593
incommensurably,0.0,-0.667,0.0
incommensurate,-0.6,-0.083,-0.167
incommensurately,-0.042,-0.519,0.0
incommunicability,-0.667,-0.875,-0.926
incommunicable,-0.611,-0.667,-0.296
incommunicably,-0.667,-0.889,-0.444
incommunicado,-0.667,-0.667,-0.556
incommunicative,-0.667,-0.926,-0.792
incommunicativeness,-0.667,-1.0,-0.81
incommutability,-0.667,-0.958,-0.222
incomparability,0.667,-0.667,0.63
incomparable,0.25,0.154,0.34
incomparableness,0.963,-0.889,0.762
incomparably,0.875,-0.667,0.917
incompatibility,-0.667,-0.476,-0.519
incompatible,-0.608,0.0,-0.38
incompatibleness,-0.667,-0.667,-0.542
incompatibly,-0.667,-0.519,-0.593
incompetence,-0.846,0.102,-0.584
incompetency,-0.762,-0.667,-0.714
incompetent,-0.734,0.132,-0.522
incompetently,-1.0,-0.583,-0.952
incomplete,-0.694,-0.26,-0.59
incompletely,-0.312,-0.116,-0.536
incompleteness,-0.458,-0.098,-0.532
incompletion,-0.611,-0.593,-0.583
incompliance,-0.619,0.048,-0.905
incompliant,-0.667,0.542,-0.625
incomprehensibility,-0.619,-0.926,-0.917
incomprehensible,-0.5,0.1,-0.312
incomprehensibleness,-0.733,-0.63,-0.852
incomprehensibly,-0.667,-0.583,-0.81
incomprehension,-0.667,-0.583,-0.792
incomprehensive,-0.667,-0.667,-0.741
incomprehensively,-0.556,-0.667,-0.963
incomprehensiveness,-1.0,-0.778,-0.778
incompressibility,0.037,-1.0,0.583
incompressible,-0.042,-0.852,1.0
incomputable,-0.667,-0.833,-0.333
inconceivability,-0.381,-0.833,-0.625
inconceivable,-0.604,0.104,0.122
inconceivableness,-0.519,-0.889,-0.5
inconceivably,-0.037,0.0,0.259
inconclusive,-0.694,-0.116,-0.32
inconclusively,-0.5,-0.593,-0.667
inconclusiveness,-0.667,-0.556,-0.556
incondensable,0.0,-0.875,0.0
incongruence,-0.556,-0.667,-0.292
incongruent,-0.667,0.0,-0.292
incongruently,-0.143,0.042,-0.375
incongruity,-0.5,-0.542,-0.125
incongruous,-0.646,0.008,-0.314
incongruously,-0.519,0.0,-0.056
incongruousness,-0.619,0.0,-0.333
inconquerable,0.875,-0.704,1.0
inconsecutive,-0.524,-0.667,-0.417
inconsecutively,-0.333,-0.625,-0.476
inconsecutiveness,-0.524,-1.0,-0.708
inconsequence,-0.417,-0.833,-0.963
inconsequent,-0.667,-0.667,-0.619
inconsequential,-0.584,-0.04,-0.512
inconsequentiality,-0.667,-1.0,-0.81
inconsequentially,-0.333,-0.667,-0.667
inconsequently,-0.556,-0.593,-0.619
inconsiderable,-0.667,-0.667,-0.625
inconsiderably,-0.667,-0.875,-0.815
inconsiderate,-0.552,0.038,-0.154
inconsiderately,-0.667,0.667,-0.25
inconsiderateness,-1.0,-0.667,-0.267
inconsideration,-0.708,-0.667,-0.625
inconsistence,-0.667,-0.667,-0.667
inconsistency,-0.75,-0.04,-0.372
inconsistent,-0.458,-0.138,-0.41
inconsistently,-0.667,0.667,-0.619
inconsolability,-0.667,-0.75,-0.917
inconsolable,-1.0,-0.963,-0.917
inconsolableness,-1.0,-1.0,-0.875
inconsolably,-1.0,0.667,-0.952
inconspicuous,0.208,-0.465,-0.264
inconspicuously,-0.333,-1.0,-0.375
inconspicuousness,-0.083,-0.952,-0.708
inconstancy,-0.667,-0.542,-0.722
inconstant,-0.667,0.667,-0.667
inconstantly,-0.667,0.667,-0.571
inconsumable,-0.238,-1.0,0.286
incontestability,0.667,-1.0,0.958
incontestable,0.667,-0.583,0.963
incontestably,0.708,-0.714,0.905
incontinence,-0.7,0.196,-0.456
incontinency,-0.704,0.37,-0.667
incontinent,-0.714,0.667,-0.708
incontinently,-0.667,1.0,-0.667
incontrollable,-0.667,1.0,-0.905
incontrovertibility,0.667,-0.875,1.0
incontrovertible,0.958,-0.741,0.708
incontrovertibly,0.667,0.111,1.0
inconvenience,-0.874,0.334,-0.418
inconvenient,-0.552,0.22,-0.25
inconveniently,-0.667,-0.542,-0.625
inconvertibility,-0.667,-1.0,-0.583
inconvertible,-0.667,-0.667,-0.208
inconvertibly,-0.333,-0.81,-0.5
inconvincible,-0.667,-0.667,-0.125
incorporable,0.0,-0.667,0.074
incorporate,0.49,0.224,0.142
incorporated,0.542,-0.667,0.583
incorporation,0.146,-0.192,0.536
incorporative,0.667,0.143,0.444
incorporator,0.083,-0.417,0.611
incorporeal,-0.278,-0.926,-0.259
incorrect,-0.72,0.138,-0.49
incorrectly,-0.667,0.667,-0.625
incorrectness,-1.0,-0.667,-0.792
incorrigibility,-0.852,-0.571,0.625
incorrigible,-0.74,0.334,0.0
incorrigibleness,-0.667,-0.667,-0.583
incorrigibly,-0.667,-0.519,-0.593
incorrupt,1.0,-1.0,0.792
incorruptibility,0.958,-0.852,0.926
incorruptible,1.0,-0.833,0.926
incorruptibleness,0.278,-0.926,0.917
incorruptibly,1.0,-0.833,0.963
increasable,0.667,0.0,0.286
increase,0.62,0.314,0.772
increase in,0.234,0.232,0.572
increased,0.368,0.32,0.546
increaser,0.667,0.667,0.625
incredibility,-0.458,0.0,-0.296
incredible,0.714,0.592,0.804
incredibleness,1.0,0.037,0.571
incredibly,0.667,0.292,0.042
incredulity,-0.417,0.667,-0.458
incredulous,-0.428,0.02,-0.462
incredulously,-0.333,0.63,-0.238
incredulousness,-0.381,-0.296,-0.524
increment,0.368,0.274,0.5
incremental,0.333,0.611,0.5
incrementally,0.556,0.292,0.222
incriminate,-0.624,0.62,-0.168
incriminating,-0.734,0.576,0.0
incrimination,-0.696,0.73,0.09
incriminator,-0.667,0.593,0.926
incriminatory,-0.667,0.667,0.407
incubate,0.167,-0.556,0.296
incubation,-0.078,-0.02,-0.206
incubation period,-0.3,0.21,0.1
incubational,0.0,-0.593,-0.444
incubator,0.02,-0.13,-0.19
incubatory,0.0,-0.238,-0.429
incubus,-0.084,0.058,-0.036
inculpability,0.667,-0.571,0.667
inculpable,1.0,-0.667,0.417
inculpably,1.0,-0.667,0.222
incumbency,0.111,-0.63,0.833
incumbent,-0.208,0.08,0.13
incumbently,0.0,-0.5,0.519
incur,-0.376,0.334,-0.01
incurability,-0.958,-1.0,-0.833
incurable,-0.792,0.334,-0.49
incurableness,-0.667,-0.778,-0.889
incurably,-0.708,-0.63,-0.667
incuriously,-0.481,-1.0,-0.741
incurrence,-0.619,0.583,-0.292
incursion,0.104,0.66,0.438
incursive,-0.667,0.958,0.792
indebt,-0.583,-0.556,-0.625
indebted,-0.724,0.396,-0.45
indebtedness,-0.625,-0.583,-0.63
indecency,-0.73,0.34,-0.018
indecent,-0.834,0.366,-0.52
indecently,-0.667,0.667,-0.381
indecipherability,-0.667,-0.905,-0.375
indecipherable,-0.667,-0.667,-0.222
indecipherably,-0.667,-0.542,-0.5
indecision,-0.632,-0.04,-0.608
indecisive,-0.458,-0.16,-0.62
indecisively,-0.667,-0.542,-0.852
indecisiveness,-0.667,-0.667,-0.704
indeclinable,0.0,-0.667,-0.583
indeed,0.444,0.0,0.208
indefatigable,1.0,0.889,0.958
indefensibility,-0.75,-0.667,-0.778
indefensible,-0.654,0.294,-0.032
indefensibleness,-1.0,-0.722,-0.667
indefensibly,-0.926,-0.417,-0.75
indefinable,-0.333,-0.5,-0.292
indefinably,0.0,0.0,0.0
indefinite,-0.104,-0.416,-0.408
indefinitely,0.0,-0.762,-0.571
indefiniteness,-0.429,-0.667,-0.667
indelibility,0.611,-0.571,0.417
indelible,-0.02,-0.326,0.182
indelibly,0.667,-0.583,0.444
indelicacy,-0.667,-0.333,-0.542
indelicate,-0.667,-0.048,-0.429
indelicately,-0.667,-0.333,-0.458
indemnification,0.042,-0.02,0.54
indemnifier,0.667,-0.5,0.667
indemnify,-0.102,0.096,0.226
indemnity,-0.06,0.214,0.384
indemonstrable,-0.667,-0.875,-0.619
indent,-0.042,-0.308,-0.242
indentation,-0.252,0.0,-0.302
indention,0.0,-0.5,0.042
indenture,-0.132,-0.236,0.272
indentured,-0.667,-0.667,-0.708
independence,0.792,0.326,0.822
independence day,0.688,0.108,0.38
independency,0.667,0.481,0.762
independent,0.774,-0.12,0.744
independent school,0.518,-0.084,0.42
independently,0.333,0.095,0.963
indescribability,0.167,-0.958,-0.417
indescribable,-0.104,0.058,0.296
indescribably,0.083,-0.593,0.0
indestructibility,1.0,-0.524,0.952
indestructible,0.544,0.462,0.706
indestructibleness,1.0,-0.593,1.0
indestructibly,1.0,-1.0,0.926
indetectable,-0.375,-1.0,-0.292
indeterminable,-0.333,-0.667,-0.519
indeterminably,-0.095,-0.917,-0.292
indeterminacy,-0.458,-0.5,-0.667
indeterminate,-0.28,-0.196,-0.356
indeterminately,-0.042,-0.667,-0.619
indeterminateness,-0.556,-0.917,-0.81
indetermination,-0.476,-0.958,-0.926
indeterminism,0.0,0.375,-0.125
indeterminist,0.0,0.333,0.167
index,-0.104,-0.464,-0.316
index finger,0.244,0.068,-0.034
index fund,0.072,-0.016,0.0
indexer,0.0,0.571,0.476
indexless,-0.296,-0.5,-0.333
indians,0.037,-0.048,0.333
indicate,0.188,-0.3,0.352
indicated,0.0,0.25,0.148
indicating,0.49,-0.322,0.11
indication,0.438,-0.136,0.5
indicative,0.02,0.02,0.182
indicatively,0.0,-0.417,0.292
indicator,0.146,-0.098,0.34
indicatory,0.048,0.333,0.333
indice,-0.062,-0.246,0.082
indict,-0.624,0.462,-0.084
indictable,-0.926,0.778,0.792
indictment,-0.51,0.49,0.154
indictor,-0.074,0.37,0.381
indie,-0.042,-0.264,-0.14
indifference,-0.47,-0.166,-0.402
indifferent,-0.208,-0.686,-0.5
indifferently,-0.238,-0.75,-0.083
indigence,-0.708,-0.667,-0.952
indigenous,0.0,0.018,0.104
indigenously,0.0,-0.583,0.037
indigenousness,0.667,0.0,0.111
indigently,-0.708,-0.429,-0.571
indigested,-0.667,-0.667,-0.476
indigestibility,-0.667,-0.63,-0.944
indigestible,-0.667,-0.625,-1.0
indigestibly,-0.704,-0.625,-0.133
indigestion,-0.592,0.22,-0.636
indigestive,-0.667,-0.556,-0.333
indignant,-0.48,0.2,-0.154
indignantly,-0.667,0.667,0.5
indignation,-0.654,0.556,-0.138
indignity,-0.666,0.0,-0.388
indigo,0.028,-0.27,-0.054
indirect,-0.23,-0.196,-0.34
indirection,-0.333,0.0,-0.292
indirectly,0.0,-0.481,-0.148
indirectness,-0.333,-0.667,-0.619
indiscernible,-0.667,-0.542,-0.333
indiscernibly,-0.222,-0.708,-0.333
indiscoverable,-0.63,-1.0,-0.519
indiscreet,-0.646,0.174,-0.316
indiscreetly,-0.667,0.667,-0.476
indiscreetness,-0.667,0.625,-0.5
indiscrete,-0.6,0.571,-0.625
indiscretion,-0.47,0.274,-0.22
indiscriminate,-0.667,0.476,-0.583
indiscriminately,-0.63,0.667,-0.556
indiscrimination,-0.667,-0.667,-0.619
indiscriminative,-0.667,-0.593,-0.519
indispensability,0.833,-0.417,1.0
indispensable,0.42,-0.102,0.604
indispensableness,1.0,-0.667,1.0
indispensably,0.958,0.0,0.963
indispose,-0.667,-0.667,-0.667
indisposed,-0.756,0.038,-0.588
indisposition,-0.667,-0.667,-0.762
indisputability,0.75,-1.0,0.933
indisputable,0.667,0.0,0.958
indisputableness,0.704,-0.875,0.708
indisputably,0.6,-0.667,0.952
indistinct,-0.49,-0.32,-0.28
indistinctive,-0.333,-0.852,-0.333
indistinctively,-0.333,-0.583,-0.524
indistinctiveness,-0.667,-1.0,-1.0
indistinctly,-0.583,-0.833,-0.542
indistinctness,-0.667,-0.667,-0.704
indistinguishable,-0.308,-0.084,0.096
indistinguishableness,-0.167,-0.944,-0.333
indistinguishably,-0.375,-0.889,-0.852
indivertible,0.458,-0.667,0.833
individual,0.254,-0.346,0.066
individualism,0.63,0.083,0.704
individualist,0.571,0.095,0.917
individualistic,0.667,-0.583,0.762
individualistically,0.444,0.222,0.708
individuality,0.224,-0.062,0.054
individualization,0.533,0.444,0.667
individualize,0.625,0.333,0.556
individualizer,0.619,0.0,0.619
individually,0.0,0.056,0.185
indivisibility,0.0,-1.0,0.63
indivisible,0.292,-0.204,0.16
indivisibleness,0.286,-0.833,0.458
indivisibly,0.667,-0.583,0.278
indoctrinate,-0.667,0.593,0.63
indoctrination,-0.346,0.314,0.396
indoctrinator,-0.667,0.708,0.958
indolence,-0.667,-1.0,-0.917
indolent,-0.646,-0.238,-0.482
indolently,-0.5,-1.0,-0.667
indomitability,1.0,0.815,1.0
indomitable,-0.084,0.6,0.66
indomitably,0.958,0.875,1.0
indoor,0.23,-0.51,-0.306
indubitable,0.857,-0.296,0.889
indubitably,0.722,-0.667,0.708
induce,-0.486,0.212,0.368
induced,-0.206,-0.058,-0.018
inducement,0.294,0.53,0.37
inducer,0.095,0.667,0.704
inducible,0.0,0.259,0.222
induct,0.333,0.63,0.593
inductee,0.667,0.625,-0.208
induction,-0.216,0.186,0.254
inductive,0.542,-0.667,0.556
inductively,0.074,0.333,0.238
inductiveness,0.63,-0.667,0.519
inductivity,0.667,0.048,0.444
inductor,0.0,-0.667,0.286
indulge,0.666,0.432,0.338
indulge in,0.25,-0.016,-0.13
indulgence,-0.042,-0.02,0.034
indulgency,0.619,-0.5,-0.444
indulgent,0.12,-0.038,0.058
indulgently,0.625,-0.619,-0.444
indulger,0.333,0.519,-0.222
industrial,-0.062,0.2,0.75
industrial revolution,0.064,0.226,0.5
industrialism,0.125,0.667,0.704
industrialist,0.124,0.266,0.686
industrialization,0.238,0.667,0.958
industrialize,0.0,0.667,0.875
industrially,0.0,0.667,0.5
industrious,0.44,0.074,0.582
industriously,0.667,0.667,0.75
industriousness,0.722,0.667,1.0
industry,0.3,-0.106,0.672
inebriant,-0.389,0.81,-0.481
inebriate,-0.667,0.708,-0.63
inebriated,-0.667,0.667,-0.667
inebriation,-0.667,0.762,-0.619
inedibility,-1.0,-1.0,-0.857
inedible,-0.667,-1.0,-0.667
ineffability,-0.296,-1.0,-0.333
ineffable,0.102,0.154,0.17
ineffably,0.0,-0.667,0.111
ineffective,-0.814,-0.156,-0.906
ineffectively,-0.667,-0.667,-0.815
ineffectiveness,-0.667,-1.0,-0.944
ineffectual,-0.674,-0.176,-0.6
ineffectuality,-1.0,-0.889,-1.0
ineffectually,-0.667,-0.667,-0.905
ineffectualness,-0.833,-1.0,-0.852
inefficacious,-0.708,-0.917,-0.708
inefficacy,-0.958,-0.917,-0.917
inefficiency,-0.816,-0.068,-0.638
inefficient,-0.62,-0.08,-0.654
inefficiently,-0.778,-0.667,-0.667
inelastic,-0.208,-0.148,-0.23
inelasticity,-0.429,-0.926,-0.593
inelegance,-0.667,-0.75,-0.556
inelegant,-0.667,-0.524,-0.619
inelegantly,-0.667,-0.37,-0.5
ineligibility,-0.667,-1.0,-0.667
ineligible,-0.714,-0.246,-0.086
ineligibly,-0.667,-0.583,-0.741
ineloquence,-0.667,-0.741,-0.704
ineloquent,-0.667,-0.667,-0.704
ineloquently,-0.667,-0.667,-0.458
inept,-0.688,-0.164,-0.582
ineptitude,-0.646,-0.058,-0.5
ineptly,-0.815,-0.476,-0.714
ineptness,-0.926,-0.667,-0.905
inequality,-0.756,0.15,-0.482
inequitable,-0.438,0.038,-0.254
inequitably,-0.667,0.042,-0.481
inequity,-0.75,0.481,-0.407
ineradicable,0.556,-1.0,1.0
inert,-0.354,-0.64,-0.362
inertia,-0.312,-0.424,-0.356
inertial,0.0,-0.963,-0.458
inertly,-0.533,-1.0,-0.917
inertness,-0.667,-1.0,-0.905
inescapable,-0.667,-0.667,0.667
inescapably,-0.286,-0.556,-0.524
inessential,-0.5,-0.75,-0.524
inestimable,0.958,0.0,0.792
inestimably,0.963,-0.75,0.481
inevitability,-0.292,-0.667,0.571
inevitable,-0.368,-0.162,0.246
inevitableness,-0.208,-0.905,0.519
inevitably,-0.593,-0.667,0.5
inexact,-0.694,-0.082,-0.66
inexactitude,-0.667,-0.556,-0.667
inexactly,-0.37,-0.5,-0.593
inexactness,-0.667,-0.5,-0.667
inexcusability,-0.926,-0.926,-0.074
inexcusable,-0.458,0.164,0.092
inexcusably,-1.0,-0.667,-0.407
inexhaustibility,1.0,-0.593,0.75
inexhaustible,0.204,0.082,0.286
inexhaustibly,0.889,0.714,0.667
inexistence,-0.667,-1.0,-0.917
inexorability,-0.667,0.417,0.963
inexorable,-0.63,0.667,1.0
inexorableness,-0.611,-0.519,0.778
inexorably,-0.476,0.667,0.815
inexpediency,-0.81,-0.63,-0.481
inexpedient,-0.667,-0.667,-0.556
inexpediently,-0.667,-0.5,-0.571
inexpensive,0.388,-0.172,-0.48
inexpensively,0.593,-0.111,-0.533
inexpensiveness,0.667,0.0,-0.083
inexperience,-0.584,0.228,-0.777
inexperienced,-0.438,-0.054,-0.538
inexpertly,-0.667,-0.593,-0.905
inexplicability,-0.375,-0.333,-0.333
inexplicable,-0.552,0.27,-0.114
inexplicableness,-0.389,-0.958,-0.37
inexplicably,-0.25,0.208,-0.296
inexplicit,-0.333,-0.63,-0.375
inexplicitly,-0.333,-0.667,-0.619
inexplicitness,-0.375,-0.667,-0.667
inexpressibility,-0.667,-1.0,-0.524
inexpressible,-0.604,0.216,-0.272
inexpressibly,0.074,-0.815,-0.111
inexpressive,-0.417,-1.0,-0.375
inexpressively,-0.381,-0.944,-0.417
inexpressiveness,-0.667,-0.952,-0.519
inextensibility,-0.667,-0.926,0.625
inextensible,-0.667,-0.815,0.111
inextinguishable,0.625,0.167,0.958
inextinguishably,0.667,0.926,0.815
inextricability,-0.63,-0.625,0.185
inextricable,-0.333,-0.583,0.542
inextricableness,-0.389,-0.667,-0.444
inextricably,0.0,-0.667,0.296
infallibility,0.166,0.326,0.528
infallible,0.552,0.374,0.618
infallibleness,0.917,-0.571,1.0
infallibly,1.0,-1.0,1.0
infamous,-0.708,0.16,-0.056
infamously,-0.667,0.667,0.667
infamy,-0.646,0.352,-0.158
infancy,0.5,-0.202,-0.26
infant,0.604,-0.138,-0.344
infanthood,0.667,-0.667,-1.0
infanticide,-0.833,0.712,-0.114
infantile,0.208,-0.236,-0.482
infantilism,-0.667,0.556,-0.889
infantility,-0.667,-0.667,-0.875
infantilize,-0.667,0.074,-0.762
infantry,0.062,0.368,0.582
infantryman,0.095,0.667,0.667
infarct,-0.879,0.679,-0.354
infatuate,0.63,0.917,-0.619
infatuated,0.458,0.528,-0.166
infatuatedly,0.476,0.667,-0.556
infatuation,0.688,0.49,0.06
infeasibility,-1.0,-0.905,-0.815
infeasible,-0.51,-0.056,-0.528
infect,-0.796,0.554,-0.152
infection,-0.834,0.47,-0.186
infectious,-0.716,0.52,-0.156
infectious disease,-0.846,0.354,-0.31
infectiously,0.63,0.667,0.333
infectiousness,-0.708,0.667,0.259
infective,-0.667,0.667,-0.481
infectiveness,-0.75,0.556,-0.222
infector,-0.75,0.667,0.708
infer,-0.102,-0.02,-0.094
inferable,0.292,-0.556,0.481
inference,-0.282,-0.042,-0.204
inferential,-0.148,-0.098,-0.09
inferentially,0.048,-0.667,0.481
inferior,-0.48,-0.492,-0.894
inferior to,-0.344,0.0,-0.13
inferiority,-0.646,-0.14,-0.573
inferiority complex,-0.276,0.236,-0.354
infernal,-0.834,0.674,0.142
infernally,-1.0,0.917,-0.037
inferno,-0.898,0.714,-0.074
infertile,-0.452,-0.084,-0.49
infertility,-0.66,0.328,-0.344
infest,-0.667,0.667,0.519
infestation,-0.488,0.552,0.054
infester,-0.708,0.667,-0.481
infidel,-0.646,0.48,-0.192
infidelity,-0.876,0.554,-0.216
infield,0.02,0.142,-0.124
infielder,0.0,0.926,0.333
infighting,-0.667,0.667,-0.476
infiltrate,-0.184,0.49,0.174
infiltrated,-0.467,0.667,0.542
infiltration,-0.47,0.584,0.072
infiltrative,-0.667,0.625,0.571
infiltrator,-0.667,0.778,0.667
infinite,0.448,0.166,0.47
infinitely,0.376,0.286,0.658
infiniteness,0.667,0.0,0.444
infinitesimal,-0.224,-0.056,-0.008
infinitesimally,0.037,-1.0,-0.571
infinitive,0.667,-0.583,0.0
infinitively,0.0,0.0,0.0
infinity,0.032,-0.082,0.61
infirm,-0.77,0.042,-0.58
infirmary,0.0,-0.124,0.034
infirmity,-0.812,-0.036,-0.496
infirmly,-0.625,-0.958,-0.667
inflame,-0.708,1.0,0.667
inflamed,-0.667,0.714,0.074
inflamer,-0.667,0.944,0.476
inflammability,-0.667,0.667,0.222
inflammable,-0.6,1.0,0.5
inflammably,-0.625,0.905,0.583
inflammation,-0.708,0.53,-0.154
inflammatorily,-0.867,1.0,0.593
inflammatory,-0.646,0.284,-0.192
inflatable,0.02,0.02,-0.2
inflate,-0.39,0.138,-0.076
inflated,-0.394,-0.138,0.234
inflatedness,-0.333,0.389,0.296
inflation,-0.562,0.584,0.016
inflation rate,-0.38,0.034,0.21
inflationary,-0.519,0.667,0.333
inflationism,-0.625,0.583,0.444
inflationist,-0.5,0.667,0.444
inflect,0.0,0.667,0.333
inflection,-0.23,0.27,-0.246
inflectional,0.0,0.375,0.481
inflectionless,-0.333,-0.958,-0.417
inflective,0.0,-0.667,0.095
inflector,0.0,0.625,0.5
inflexibility,-0.667,-0.963,-0.37
inflexible,-0.667,-0.958,0.704
inflexibleness,-0.667,-0.926,0.583
inflexibly,-0.625,-0.556,0.458
inflict,-0.666,0.52,0.218
infliction,-0.396,0.444,0.142
inflictive,-0.889,0.667,0.542
inflictor,-0.667,0.667,1.0
inflorescence,-0.082,-0.312,-0.176
inflow,0.667,0.625,0.333
influence,0.244,0.326,0.648
influenced,0.0,0.556,-0.667
influencer,0.166,0.21,0.186
influent,0.611,0.619,0.571
influential,0.798,0.376,0.888
influentially,0.63,0.667,1.0
influenza,-0.458,0.436,-0.358
influx,0.244,0.27,0.15
info,0.5,-0.34,0.284
infocenter,0.667,0.167,0.583
infomania,-0.63,0.762,0.222
infomercial,-0.146,-0.076,0.11
inform,0.446,0.164,0.358
informal,-0.04,-0.204,-0.118
informality,0.056,-0.583,-0.25
informally,0.333,-0.167,-0.111
informant,0.208,0.224,0.438
information,0.53,-0.26,0.422
information technology,0.634,0.284,0.518
informational,0.286,-0.016,0.2
informative,0.624,-0.162,0.482
informatively,0.667,0.333,0.667
informatory,0.63,0.333,0.37
informed,0.086,-0.404,0.234
